;chave;NOME;UF;GEOCOD_IBGE;COD_TSE;AJUSTE
4925;sp cordeiropolis;CORDEIRÓPOLIS;SP;3512407;63495;
4926;sp coroados;COROADOS;SP;3512506;63517;
4927;sp coronel macedo;CORONEL MACEDO;SP;3512605;63533;
4928;sp corumbatai;CORUMBATAÍ;SP;3512704;63550;
4929;sp cosmopolis;COSMÓPOLIS;SP;3512803;63576;
4930;sp cosmorama;COSMORAMA;SP;3512902;63592;
4931;sp cotia;COTIA;SP;3513009;63614;
4932;sp cravinhos;CRAVINHOS;SP;3513108;63630;
4933;sp cristais paulista;CRISTAIS PAULISTA;SP;3513207;63657;
4934;sp cruzalia;CRUZÁLIA;SP;3513306;63673;
4935;sp cruzeiro;CRUZEIRO;SP;3513405;63690;
4936;sp cubatao;CUBATÃO;SP;3513504;63711;
4937;sp cunha;CUNHA;SP;3513603;63738;
4938;sp descalvado;DESCALVADO;SP;3513702;63754;
4939;sp diadema;DIADEMA;SP;3513801;63770;
4940;sp dirce reis;DIRCE REIS;SP;3513850;61123;
4941;sp divinolandia;DIVINOLÂNDIA;SP;3513900;63797;
4942;sp dobrada;DOBRADA;SP;3514007;63819;
4943;sp dois corregos;DOIS CÓRREGOS;SP;3514106;63835;
4944;sp dolcinopolis;DOLCINÓPOLIS;SP;3514205;63851;
4945;sp dourado;DOURADO;SP;3514304;63878;
4946;sp dracena;DRACENA;SP;3514403;63894;
4947;sp duartina;DUARTINA;SP;3514502;63916;
4948;sp dumont;DUMONT;SP;3514601;63932;
4949;sp echapora;ECHAPORÃ;SP;3514700;63959;
4950;sp eldorado;ELDORADO;SP;3514809;63975;
4951;sp elias fausto;ELIAS FAUSTO;SP;3514908;63991;
4952;sp elisiario;ELISIÁRIO;SP;3514924;61760;
4953;sp embauba;EMBAÚBA;SP;3514957;61182;
4954;sp embu das artes;EMBU DAS ARTES;SP;3515004;64017;
4955;sp embu-guacu;EMBU-GUAÇU;SP;3515103;64033;
4956;sp emilianopolis;EMILIANÓPOLIS;SP;3515129;61387;
4957;sp engenheiro coelho;ENGENHEIRO COELHO;SP;3515152;61689;
4958;sp espirito santo do pinhal;ESPÍRITO SANTO DO PINHAL;SP;3515186;68659;
4959;sp espirito santo do turvo;ESPÍRITO SANTO DO TURVO;SP;3515194;61140;
4960;sp estiva gerbi;ESTIVA GERBI;SP;3557303;61662;
4961;sp estrela do norte;ESTRELA DO NORTE;SP;3515301;64076;
4962;sp estrela doeste;ESTRELA D'OESTE;SP;3515202;64050;
4963;sp euclides da cunha paulista;EUCLIDES DA CUNHA PAULISTA;SP;3515350;61000;
4964;sp fartura;FARTURA;SP;3515400;64092;
4965;sp fernando prestes;FERNANDO PRESTES;SP;3515608;64130;
4966;sp fernandopolis;FERNANDÓPOLIS;SP;3515509;64114;
4967;sp fernao;FERNÃO;SP;3515657;62286;
4968;sp ferraz de vasconcelos;FERRAZ DE VASCONCELOS;SP;3515707;64157;
4969;sp flora rica;FLORA RICA;SP;3515806;64173;
4970;sp floreal;FLOREAL;SP;3515905;64190;
4971;sp florida paulista;FLÓRIDA PAULISTA;SP;3516002;64211;
4972;sp florinea;FLORÍNEA;SP;3516101;64238;
4973;sp franca;FRANCA;SP;3516200;64254;
4974;sp francisco morato;FRANCISCO MORATO;SP;3516309;64270;
4975;sp franco da rocha;FRANCO DA ROCHA;SP;3516408;64297;
4976;sp gabriel monteiro;GABRIEL MONTEIRO;SP;3516507;64319;
4977;sp galia;GÁLIA;SP;3516606;64335;
4978;sp garca;GARÇA;SP;3516705;64351;
4979;sp gastao vidigal;GASTÃO VIDIGAL;SP;3516804;64378;
4980;sp gaviao peixoto;GAVIÃO PEIXOTO;SP;3516853;62308;
4981;sp general salgado;GENERAL SALGADO;SP;3516903;64394;
4982;sp getulina;GETULINA;SP;3517000;64416;
4983;sp glicerio;GLICÉRIO;SP;3517109;64432;
4984;sp guaicara;GUAIÇARA;SP;3517208;64459;
4985;sp guaimbe;GUAIMBÉ;SP;3517307;64475;
4986;sp guaira;GUAÍRA;SP;3517406;64491;
4987;sp guapiacu;GUAPIAÇU;SP;3517505;64513;
4988;sp guapiara;GUAPIARA;SP;3517604;64530;
4989;sp guara;GUARÁ;SP;3517703;64556;
4990;sp guaracai;GUARAÇAÍ;SP;3517802;64572;
4991;sp guaraci;GUARACI;SP;3517901;64599;
4992;sp guarani doeste;GUARANI D'OESTE;SP;3518008;64610;
4993;sp guaranta;GUARANTÃ;SP;3518107;64637;
4994;sp guararapes;GUARARAPES;SP;3518206;64653;
4995;sp guararema;GUARAREMA;SP;3518305;64670;
4996;sp guaratingueta;GUARATINGUETÁ;SP;3518404;64696;
4997;sp guarei;GUAREÍ;SP;3518503;64718;
4998;sp guariba;GUARIBA;SP;3518602;64734;
4999;sp guaruja;GUARUJÁ;SP;3518701;64750;
5000;sp guarulhos;GUARULHOS;SP;3518800;64777;
5001;sp guatapara;GUATAPARÁ;SP;3518859;61107;
5002;sp guzolandia;GUZOLÂNDIA;SP;3518909;64793;
5003;sp herculandia;HERCULÂNDIA;SP;3519006;64815;
5004;sp holambra;HOLAMBRA;SP;3519055;61743;
5005;sp hortolandia;HORTOLÂNDIA;SP;3519071;61727;
5006;sp iacanga;IACANGA;SP;3519105;64831;
5007;sp iacri;IACRI;SP;3519204;64858;
5008;sp iaras;IARAS;SP;3519253;61085;
5009;sp ibate;IBATÉ;SP;3519303;64874;
5010;sp ibira;IBIRÁ;SP;3519402;64890;
5011;sp ibirarema;IBIRAREMA;SP;3519501;64912;
5012;sp ibitinga;IBITINGA;SP;3519600;64939;
5013;sp ibiuna;IBIÚNA;SP;3519709;64955;
5014;sp icem;ICÉM;SP;3519808;64971;
5015;sp iepe;IEPÊ;SP;3519907;64998;
5016;sp igaracu do tiete;IGARAÇU DO TIETÊ;SP;3520004;65013;
5017;sp igarapava;IGARAPAVA;SP;3520103;65030;
5018;sp igarata;IGARATÁ;SP;3520202;65056;
5019;sp iguape;IGUAPE;SP;3520301;65072;
5020;sp ilha comprida;ILHA COMPRIDA;SP;3520426;62006;
5021;sp ilha solteira;ILHA SOLTEIRA;SP;3520442;61204;
5022;sp ilhabela;ILHABELA;SP;3520400;65099;
5023;sp indaiatuba;INDAIATUBA;SP;3520509;65110;
5024;sp indiana;INDIANA;SP;3520608;65137;
5025;sp indiapora;INDIAPORÃ;SP;3520707;65153;
5026;sp inubia paulista;INÚBIA PAULISTA;SP;3520806;65170;
5027;sp ipaussu;IPAUSSU;SP;3520905;65196;
5028;sp ipero;IPERÓ;SP;3521002;65218;
5029;sp ipeuna;IPEÚNA;SP;3521101;65234;
5030;sp ipigua;IPIGUÁ;SP;3521150;62243;
5031;sp iporanga;IPORANGA;SP;3521200;65250;
5032;sp ipua;IPUÃ;SP;3521309;65277;
5033;sp iracemapolis;IRACEMÁPOLIS;SP;3521408;65293;
5034;sp irapua;IRAPUÃ;SP;3521507;65315;
5035;sp irapuru;IRAPURU;SP;3521606;65331;
5036;sp itabera;ITABERÁ;SP;3521705;65358;
5037;sp itai;ITAÍ;SP;3521804;65374;
5038;sp itajobi;ITAJOBI;SP;3521903;65390;
5039;sp itaju;ITAJU;SP;3522000;65412;
5040;sp itanhaem;ITANHAÉM;SP;3522109;65439;
5041;sp itaoca;ITAOCA;SP;3522158;61603;
5042;sp itapecerica da serra;ITAPECERICA DA SERRA;SP;3522208;65455;
5043;sp itapetininga;ITAPETININGA;SP;3522307;65471;
5044;sp itapeva;ITAPEVA;SP;3522406;65498;
5045;sp itapevi;ITAPEVI;SP;3522505;65510;
5046;sp itapira;ITAPIRA;SP;3522604;65536;
5047;sp itapirapua paulista;ITAPIRAPUÃ PAULISTA;SP;3522653;61948;
5048;sp itapolis;ITÁPOLIS;SP;3522703;65552;
5049;sp itaporanga;ITAPORANGA;SP;3522802;65579;
5050;sp itapui;ITAPUÍ;SP;3522901;65595;
5051;sp itapura;ITAPURA;SP;3523008;65617;
5052;sp itaquaquecetuba;ITAQUAQUECETUBA;SP;3523107;65633;
5053;sp itarare;ITARARÉ;SP;3523206;65650;
5054;sp itariri;ITARIRI;SP;3523305;65676;
5055;sp itatiba;ITATIBA;SP;3523404;65692;
5056;sp itatinga;ITATINGA;SP;3523503;65714;
5057;sp itirapina;ITIRAPINA;SP;3523602;65730;
5058;sp itirapua;ITIRAPUÃ;SP;3523701;65757;
5059;sp itobi;ITOBI;SP;3523800;65773;
5060;sp itu;ITU;SP;3523909;65790;
5061;sp itupeva;ITUPEVA;SP;3524006;65811;
5062;sp ituverava;ITUVERAVA;SP;3524105;65838;
5063;sp jaborandi;JABORANDI;SP;3524204;65854;
5064;sp jaboticabal;JABOTICABAL;SP;3524303;65870;
5065;sp jacarei;JACAREÍ;SP;3524402;65897;
5066;sp jaci;JACI;SP;3524501;65919;
5067;sp jacupiranga;JACUPIRANGA;SP;3524600;65935;
5068;sp jaguariuna;JAGUARIÚNA;SP;3524709;65951;
5069;sp jales;JALES;SP;3524808;65978;
5070;sp jambeiro;JAMBEIRO;SP;3524907;65994;
5071;sp jandira;JANDIRA;SP;3525003;66010;
5072;sp jardinopolis;JARDINÓPOLIS;SP;3525102;66036;
5073;sp jarinu;JARINU;SP;3525201;66052;
5074;sp jau;JAÚ;SP;3525300;66079;
5075;sp jeriquara;JERIQUARA;SP;3525409;66095;
5076;sp joanopolis;JOANÓPOLIS;SP;3525508;66117;
5077;sp joao ramalho;JOÃO RAMALHO;SP;3525607;66133;
5078;sp jose bonifacio;JOSÉ BONIFÁCIO;SP;3525706;66150;
5079;sp julio mesquita;JÚLIO MESQUITA;SP;3525805;66176;
5080;sp jumirim;JUMIRIM;SP;3525854;62324;
5081;sp jundiai;JUNDIAÍ;SP;3525904;66192;
5082;sp junqueiropolis;JUNQUEIRÓPOLIS;SP;3526001;66214;
5083;sp juquia;JUQUIÁ;SP;3526100;66230;
5084;sp juquitiba;JUQUITIBA;SP;3526209;66257;
5085;sp lagoinha;LAGOINHA;SP;3526308;66273;
5086;sp laranjal paulista;LARANJAL PAULISTA;SP;3526407;66290;
5087;sp lavinia;LAVÍNIA;SP;3526506;66311;
5088;sp lavrinhas;LAVRINHAS;SP;3526605;66338;
5089;sp leme;LEME;SP;3526704;66354;
5090;sp lencois paulista;LENÇÓIS PAULISTA;SP;3526803;66370;
5091;sp limeira;LIMEIRA;SP;3526902;66397;
5092;sp lindoia;LINDÓIA;SP;3527009;66419;
5093;sp lins;LINS;SP;3527108;66435;
5094;sp lorena;LORENA;SP;3527207;66451;
5095;sp lourdes;LOURDES;SP;3527256;62022;
5096;sp louveira;LOUVEIRA;SP;3527306;66478;
5097;sp lucelia;LUCÉLIA;SP;3527405;66494;
5098;sp lucianopolis;LUCIANÓPOLIS;SP;3527504;66516;
5099;sp luis antonio;LUÍS ANTÔNIO;SP;3527603;66532;
5100;sp luiziania;LUIZIÂNIA;SP;3527702;66559;
5101;sp lupercio;LUPÉRCIO;SP;3527801;66575;
5102;sp lutecia;LUTÉCIA;SP;3527900;66591;
5103;sp macatuba;MACATUBA;SP;3528007;66613;
5104;sp macaubal;MACAUBAL;SP;3528106;66630;
5105;sp macedonia;MACEDÔNIA;SP;3528205;66656;
5106;sp magda;MAGDA;SP;3528304;66672;
5107;sp mairinque;MAIRINQUE;SP;3528403;66699;
5108;sp mairipora;MAIRIPORÃ;SP;3528502;66710;
5109;sp manduri;MANDURI;SP;3528601;66737;
5110;sp maraba paulista;MARABÁ PAULISTA;SP;3528700;66753;
5111;sp maracai;MARACAÍ;SP;3528809;66770;
5112;sp marapoama;MARAPOAMA;SP;3528858;61867;
5113;sp mariapolis;MARIÁPOLIS;SP;3528908;66796;
5114;sp marilia;MARÍLIA;SP;3529005;66818;
5115;sp marinopolis;MARINÓPOLIS;SP;3529104;66834;
5116;sp martinopolis;MARTINÓPOLIS;SP;3529203;66850;
5117;sp matao;MATÃO;SP;3529302;66877;
5118;sp maua;MAUÁ;SP;3529401;66893;
5119;sp mendonca;MENDONÇA;SP;3529500;66915;
5120;sp meridiano;MERIDIANO;SP;3529609;66931;
5121;sp mesopolis;MESÓPOLIS;SP;3529658;61964;
5122;sp miguelopolis;MIGUELÓPOLIS;SP;3529708;66958;
5123;sp mineiros do tiete;MINEIROS DO TIETÊ;SP;3529807;66974;
5124;sp mira estrela;MIRA ESTRELA;SP;3530003;67016;
5125;sp miracatu;MIRACATU;SP;3529906;66990;
5126;sp mirandopolis;MIRANDÓPOLIS;SP;3530102;67032;
5127;sp mirante do paranapanema;MIRANTE DO PARANAPANEMA;SP;3530201;67059;
5128;sp mirassol;MIRASSOL;SP;3530300;67075;
5129;sp mirassolandia;MIRASSOLÂNDIA;SP;3530409;67091;
5130;sp mococa;MOCOCA;SP;3530508;67113;
5131;sp mogi das cruzes;MOGI DAS CRUZES;SP;3530607;67130;
5132;sp mogi guacu;MOGI GUAÇU;SP;3530706;67156;
5133;sp mogi mirim;MOGI MIRIM;SP;3530805;67172;
5134;sp mombuca;MOMBUCA;SP;3530904;67199;
5135;sp moncoes;MONÇÕES;SP;3531001;67210;
5136;sp mongagua;MONGAGUÁ;SP;3531100;67237;
5137;sp monte alegre do sul;MONTE ALEGRE DO SUL;SP;3531209;67253;
5138;sp monte alto;MONTE ALTO;SP;3531308;67270;
5139;sp monte aprazivel;MONTE APRAZÍVEL;SP;3531407;67296;
5140;sp monte azul paulista;MONTE AZUL PAULISTA;SP;3531506;67318;
5141;sp monte castelo;MONTE CASTELO;SP;3531605;67334;
5142;sp monte mor;MONTE MOR;SP;3531803;67377;
5143;sp monteiro lobato;MONTEIRO LOBATO;SP;3531704;67350;
5144;sp morro agudo;MORRO AGUDO;SP;3531902;67393;
5145;sp morungaba;MORUNGABA;SP;3532009;67415;
5146;sp motuca;MOTUCA;SP;3532058;61069;
5147;sp murutinga do sul;MURUTINGA DO SUL;SP;3532108;67431;
5148;sp nantes;NANTES;SP;3532157;62340;
5149;sp narandiba;NARANDIBA;SP;3532207;67458;
5150;sp natividade da serra;NATIVIDADE DA SERRA;SP;3532306;67474;
5151;sp nazare paulista;NAZARÉ PAULISTA;SP;3532405;67490;
5152;sp neves paulista;NEVES PAULISTA;SP;3532504;67512;
5153;sp nhandeara;NHANDEARA;SP;3532603;67539;
5154;sp nipoa;NIPOÃ;SP;3532702;67555;
5155;sp nova alianca;NOVA ALIANÇA;SP;3532801;67571;
5156;sp nova campina;NOVA CAMPINA;SP;3532827;61980;
5157;sp nova canaa paulista;NOVA CANAÃ PAULISTA;SP;3532843;61425;
5158;sp nova castilho;NOVA CASTILHO;SP;3532868;62367;
5159;sp nova europa;NOVA EUROPA;SP;3532900;67598;
5160;sp nova granada;NOVA GRANADA;SP;3533007;67610;
5161;sp nova guataporanga;NOVA GUATAPORANGA;SP;3533106;67636;
5162;sp nova independencia;NOVA INDEPENDÊNCIA;SP;3533205;67652;
5163;sp nova luzitania;NOVA LUZITÂNIA;SP;3533304;67679;
5164;sp nova odessa;NOVA ODESSA;SP;3533403;67695;
5165;sp novais;NOVAIS;SP;3533254;61409;
5166;sp novo horizonte;NOVO HORIZONTE;SP;3533502;67717;
5167;sp nuporanga;NUPORANGA;SP;3533601;67733;
5168;sp ocaucu;OCAUÇU;SP;3533700;67750;
5169;sp oleo;ÓLEO;SP;3533809;67776;
5170;sp olimpia;OLÍMPIA;SP;3533908;67792;
5171;sp onda verde;ONDA VERDE;SP;3534005;67814;
5172;sp oriente;ORIENTE;SP;3534104;67830;
5173;sp orindiuva;ORINDIÚVA;SP;3534203;67857;
5174;sp orlandia;ORLÂNDIA;SP;3534302;67873;
5175;sp osasco;OSASCO;SP;3534401;67890;
5176;sp oscar bressane;OSCAR BRESSANE;SP;3534500;67911;
5177;sp osvaldo cruz;OSVALDO CRUZ;SP;3534609;67938;
5178;sp ourinhos;OURINHOS;SP;3534708;67954;
5179;sp ouro verde;OURO VERDE;SP;3534807;67970;
5180;sp ouroeste;OUROESTE;SP;3534757;62383;
5181;sp pacaembu;PACAEMBU;SP;3534906;67997;
5182;sp palestina;PALESTINA;SP;3535002;68012;
5183;sp palmares paulista;PALMARES PAULISTA;SP;3535101;68039;
5184;sp palmeira doeste;PALMEIRA D'OESTE;SP;3535200;68055;
5185;sp palmital;PALMITAL;SP;3535309;68071;
5186;sp panorama;PANORAMA;SP;3535408;68098;
5187;sp paraguacu paulista;PARAGUAÇU PAULISTA;SP;3535507;68110;
5188;sp paraibuna;PARAIBUNA;SP;3535606;68136;
5189;sp paraiso;PARAÍSO;SP;3535705;68152;
5190;sp paranapanema;PARANAPANEMA;SP;3535804;68179;
5191;sp paranapua;PARANAPUÃ;SP;3535903;68195;
5192;sp parapua;PARAPUÃ;SP;3536000;68217;
5193;sp pardinho;PARDINHO;SP;3536109;68233;
5194;sp pariquera-acu;PARIQUERA-AÇU;SP;3536208;68250;
5195;sp parisi;PARISI;SP;3536257;61824;
5196;sp patrocinio paulista;PATROCÍNIO PAULISTA;SP;3536307;68276;
5197;sp pauliceia;PAULICÉIA;SP;3536406;68292;
5198;sp paulinia;PAULÍNIA;SP;3536505;68314;
5199;sp paulistania;PAULISTÂNIA;SP;3536570;62405;
5200;sp paulo de faria;PAULO DE FARIA;SP;3536604;68330;
5201;sp pederneiras;PEDERNEIRAS;SP;3536703;68357;
5202;sp pedra bela;PEDRA BELA;SP;3536802;68373;
5203;sp pedranopolis;PEDRANÓPOLIS;SP;3536901;68390;
5204;sp pedregulho;PEDREGULHO;SP;3537008;68411;
5205;sp pedreira;PEDREIRA;SP;3537107;68438;
5206;sp pedrinhas paulista;PEDRINHAS PAULISTA;SP;3537156;61247;
5207;sp pedro de toledo;PEDRO DE TOLEDO;SP;3537206;68454;
5208;sp penapolis;PENÁPOLIS;SP;3537305;68470;
5209;sp pereira barreto;PEREIRA BARRETO;SP;3537404;68497;
5210;sp pereiras;PEREIRAS;SP;3537503;68519;
5211;sp peruibe;PERUÍBE;SP;3537602;68535;
5212;sp piacatu;PIACATU;SP;3537701;68551;
5213;sp piedade;PIEDADE;SP;3537800;68578;
5214;sp pilar do sul;PILAR DO SUL;SP;3537909;68594;
5215;sp pindamonhangaba;PINDAMONHANGABA;SP;3538006;68616;
5216;sp pindorama;PINDORAMA;SP;3538105;68632;
5217;sp pinhalzinho;PINHALZINHO;SP;3538204;68675;
5218;sp piquerobi;PIQUEROBI;SP;3538303;68691;
5219;sp piquete;PIQUETE;SP;3538501;68713;
5220;sp piracaia;PIRACAIA;SP;3538600;68730;
5221;sp piracicaba;PIRACICABA;SP;3538709;68756;
5222;sp piraju;PIRAJU;SP;3538808;68772;
5223;sp pirajui;PIRAJUÍ;SP;3538907;68799;
5224;sp pirangi;PIRANGI;SP;3539004;68810;
5225;sp pirapora do bom jesus;PIRAPORA DO BOM JESUS;SP;3539103;68837;
5226;sp pirapozinho;PIRAPOZINHO;SP;3539202;68853;
5227;sp pirassununga;PIRASSUNUNGA;SP;3539301;68870;
5228;sp piratininga;PIRATININGA;SP;3539400;68896;
5229;sp pitangueiras;PITANGUEIRAS;SP;3539509;68918;
5230;sp planalto;PLANALTO;SP;3539608;68934;
5231;sp platina;PLATINA;SP;3539707;68950;
5232;sp poa;POÁ;SP;3539806;68977;
5233;sp poloni;POLONI;SP;3539905;68993;
5234;sp pompeia;POMPÉIA;SP;3540002;69019;
5235;sp pongai;PONGAÍ;SP;3540101;69035;
5236;sp pontal;PONTAL;SP;3540200;69051;
5237;sp pontalinda;PONTALINDA;SP;3540259;61808;
5238;sp pontes gestal;PONTES GESTAL;SP;3540309;69078;
5239;sp populina;POPULINA;SP;3540408;69094;
5240;sp porangaba;PORANGABA;SP;3540507;69116;
5241;sp porto feliz;PORTO FELIZ;SP;3540606;69132;
5242;sp porto ferreira;PORTO FERREIRA;SP;3540705;69159;
5243;sp potim;POTIM;SP;3540754;61565;
5244;sp potirendaba;POTIRENDABA;SP;3540804;69175;
5245;sp pracinha;PRACINHA;SP;3540853;62120;
5246;sp pradopolis;PRADÓPOLIS;SP;3540903;69191;
5247;sp praia grande;PRAIA GRANDE;SP;3541000;69213;
5248;sp pratania;PRATÂNIA;SP;3541059;62146;
5249;sp presidente alves;PRESIDENTE ALVES;SP;3541109;69230;
5250;sp presidente bernardes;PRESIDENTE BERNARDES;SP;3541208;69256;
5251;sp presidente epitacio;PRESIDENTE EPITÁCIO;SP;3541307;69272;
5252;sp presidente prudente;PRESIDENTE PRUDENTE;SP;3541406;69299;
5253;sp presidente venceslau;PRESIDENTE VENCESLAU;SP;3541505;69310;
5254;sp promissao;PROMISSÃO;SP;3541604;69337;
5255;sp quadra;QUADRA;SP;3541653;62162;
5256;sp quata;QUATÁ;SP;3541703;69353;
5257;sp queiroz;QUEIROZ;SP;3541802;69370;
5258;sp queluz;QUELUZ;SP;3541901;69396;
5259;sp quintana;QUINTANA;SP;3542008;69418;
5260;sp rafard;RAFARD;SP;3542107;69434;
5261;sp rancharia;RANCHARIA;SP;3542206;69450;
5262;sp redencao da serra;REDENÇÃO DA SERRA;SP;3542305;69477;
5263;sp regente feijo;REGENTE FEIJÓ;SP;3542404;69493;
5264;sp reginopolis;REGINÓPOLIS;SP;3542503;69515;
5265;sp registro;REGISTRO;SP;3542602;69531;
5266;sp restinga;RESTINGA;SP;3542701;69558;
5267;sp ribeira;RIBEIRA;SP;3542800;69574;
5268;sp ribeirao bonito;RIBEIRÃO BONITO;SP;3542909;69590;
5269;sp ribeirao branco;RIBEIRÃO BRANCO;SP;3543006;69612;
5270;sp ribeirao corrente;RIBEIRÃO CORRENTE;SP;3543105;69639;
5271;sp ribeirao do sul;RIBEIRÃO DO SUL;SP;3543204;69655;
5272;sp ribeirao dos indios;RIBEIRÃO DOS ÍNDIOS;SP;3543238;62421;
5273;sp ribeirao grande;RIBEIRÃO GRANDE;SP;3543253;61700;
5274;sp ribeirao pires;RIBEIRÃO PIRES;SP;3543303;69671;
5275;sp ribeirao preto;RIBEIRÃO PRETO;SP;3543402;69698;
5276;sp rifaina;RIFAINA;SP;3543600;69736;
5277;sp rincao;RINCÃO;SP;3543709;69752;
5278;sp rinopolis;RINÓPOLIS;SP;3543808;69779;
5279;sp rio claro;RIO CLARO;SP;3543907;69795;
5280;sp rio das pedras;RIO DAS PEDRAS;SP;3544004;69817;
5281;sp rio grande da serra;RIO GRANDE DA SERRA;SP;3544103;69833;
5282;sp riolandia;RIOLÂNDIA;SP;3544202;69850;
5283;sp riversul;RIVERSUL;SP;3543501;69710;
5284;sp rosana;ROSANA;SP;3544251;61166;
5285;sp roseira;ROSEIRA;SP;3544301;69876;
5286;sp rubiacea;RUBIÁCEA;SP;3544400;69892;
5287;sp rubineia;RUBINÉIA;SP;3544509;69914;
5288;sp sabino;SABINO;SP;3544608;69930;
5289;sp sagres;SAGRES;SP;3544707;69957;
5290;sp sales;SALES;SP;3544806;69973;
5291;sp sales oliveira;SALES OLIVEIRA;SP;3544905;69990;
5292;sp salesopolis;SALESÓPOLIS;SP;3545001;70017;
5293;sp salmourao;SALMOURÃO;SP;3545100;70033;
5294;sp saltinho;SALTINHO;SP;3545159;61441;
5295;sp salto;SALTO;SP;3545209;70050;
5296;sp salto de pirapora;SALTO DE PIRAPORA;SP;3545308;70076;
5297;sp salto grande;SALTO GRANDE;SP;3545407;70092;
5298;sp sandovalina;SANDOVALINA;SP;3545506;70114;
5299;sp santa adelia;SANTA ADÉLIA;SP;3545605;70130;
5300;sp santa albertina;SANTA ALBERTINA;SP;3545704;70157;
5301;sp santa barbara doeste;SANTA BÁRBARA D'OESTE;SP;3545803;70173;
5302;sp santa branca;SANTA BRANCA;SP;3546009;70211;
5303;sp santa clara doeste;SANTA CLARA D'OESTE;SP;3546108;70238;
5304;sp santa cruz da conceicao;SANTA CRUZ DA CONCEIÇÃO;SP;3546207;70254;
5305;sp santa cruz da esperanca;SANTA CRUZ DA ESPERANÇA;SP;3546256;62189;
5306;sp santa cruz das palmeiras;SANTA CRUZ DAS PALMEIRAS;SP;3546306;70270;
5307;sp santa cruz do rio pardo;SANTA CRUZ DO RIO PARDO;SP;3546405;70297;
5308;sp santa ernestina;SANTA ERNESTINA;SP;3546504;70319;
5309;sp santa fe do sul;SANTA FÉ DO SUL;SP;3546603;70335;
5310;sp santa gertrudes;SANTA GERTRUDES;SP;3546702;70351;
5311;sp santa isabel;SANTA ISABEL;SP;3546801;70378;
5312;sp santa lucia;SANTA LÚCIA;SP;3546900;70394;
5313;sp santa maria da serra;SANTA MARIA DA SERRA;SP;3547007;70416;
5314;sp santa mercedes;SANTA MERCEDES;SP;3547106;70432;
5315;sp santa rita do passa quatro;SANTA RITA DO PASSA QUATRO;SP;3547502;70513;
5316;sp santa rita doeste;SANTA RITA D'OESTE;SP;3547403;70491;
5317;sp santa rosa de viterbo;SANTA ROSA DE VITERBO;SP;3547601;70530;
5318;sp santa salete;SANTA SALETE;SP;3547650;62200;
5319;sp santana da ponte pensa;SANTANA DA PONTE PENSA;SP;3547205;70459;
5320;sp santana de parnaiba;SANTANA DE PARNAÍBA;SP;3547304;70475;
5321;sp santo anastacio;SANTO ANASTÁCIO;SP;3547700;70556;
5322;sp santo andre;SANTO ANDRÉ;SP;3547809;70572;
5323;sp santo antonio da alegria;SANTO ANTÔNIO DA ALEGRIA;SP;3547908;70599;
5324;sp santo antonio de posse;SANTO ANTÔNIO DE POSSE;SP;3548005;70610;
5325;sp santo antonio do aracangua;SANTO ANTÔNIO DO ARACANGUÁ;SP;3548054;61328;
5326;sp santo antonio do jardim;SANTO ANTÔNIO DO JARDIM;SP;3548104;70637;
5327;sp santo antonio do pinhal;SANTO ANTÔNIO DO PINHAL;SP;3548203;70653;
5328;sp santo expedito;SANTO EXPEDITO;SP;3548302;70670;
5329;sp santopolis do aguapei;SANTÓPOLIS DO AGUAPEÍ;SP;3548401;70696;
5330;sp santos;SANTOS;SP;3548500;70718;
5331;sp sao bento do sapucai;SÃO BENTO DO SAPUCAÍ;SP;3548609;70734;
5332;sp sao bernardo do campo;SÃO BERNARDO DO CAMPO;SP;3548708;70750;
5333;sp sao caetano do sul;SÃO CAETANO DO SUL;SP;3548807;70777;
5334;sp sao carlos;SÃO CARLOS;SP;3548906;70793;
5335;sp sao francisco;SÃO FRANCISCO;SP;3549003;70815;
5336;sp sao joao da boa vista;SÃO JOÃO DA BOA VISTA;SP;3549102;70831;
5337;sp sao joao das duas pontes;SÃO JOÃO DAS DUAS PONTES;SP;3549201;70858;
5338;sp sao joao de iracema;SÃO JOÃO DE IRACEMA;SP;3549250;61883;
5339;sp sao joao do pau dalho;SÃO JOÃO DO PAU D'ALHO;SP;3549300;70874;
5340;sp sao joaquim da barra;SÃO JOAQUIM DA BARRA;SP;3549409;70890;
5341;sp sao jose da bela vista;SÃO JOSÉ DA BELA VISTA;SP;3549508;70912;
5342;sp sao jose do barreiro;SÃO JOSÉ DO BARREIRO;SP;3549607;70939;
5343;sp sao jose do rio pardo;SÃO JOSÉ DO RIO PARDO;SP;3549706;70955;
5344;sp sao jose do rio preto;SÃO JOSÉ DO RIO PRETO;SP;3549805;70971;
5345;sp sao jose dos campos;SÃO JOSÉ DOS CAMPOS;SP;3549904;70998;
5346;sp sao lourenco da serra;SÃO LOURENÇO DA SERRA;SP;3549953;61905;
5347;sp sao luis do paraitinga;SÃO LUÍS DO PARAITINGA;SP;3550001;71013;S
5348;sp sao manuel;SÃO MANUEL;SP;3550100;71030;
5349;sp sao miguel arcanjo;SÃO MIGUEL ARCANJO;SP;3550209;71056;
5350;sp sao paulo;SÃO PAULO;SP;3550308;71072;
5351;sp sao pedro;SÃO PEDRO;SP;3550407;71099;
5352;sp sao pedro do turvo;SÃO PEDRO DO TURVO;SP;3550506;71110;
5353;sp sao roque;SÃO ROQUE;SP;3550605;71137;
